trial,answer pos,reaction pos,accuracy,mode,score,precision,response time,participant,name,session,date,expName,psychopyVersion,
1,41,14.071428571428571,0,1,0,0.5385714285714286,3.654632899997523,,,,2021_Feb_22_1049,NL,2020.1.3,
2,3,9.928571428571429,0,1,3,0.13857142857142857,2.8625591000018176,,,,2021_Feb_22_1049,NL,2020.1.3,
