trial,feedback,reaction time,difficulty,question,screen1,screen2,screen3,screen4,participant,name,session,date,expName,psychopyVersion,
1,1,3.101398300001165,1,"学校今天留了
多少道题目？","学校今天留了
76道数学题","我今天上午在学校
做了54道数学题","佩奇晚上在家里
做了19道数学题","我还有3道题
没做完",11,11,11,2021_Apr_29_1722,Peppa,2020.1.3,
