1.1851 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
36.3346 	EXP 	fixation: autoDraw = True
36.9045 	DATA 	Keypress: 1
37.1045 	DATA 	Keypress: 2
37.1812 	EXP 	fixation: autoDraw = False
37.1812 	EXP 	fixation: autoDraw = False
37.1812 	EXP 	image1: autoDraw = True
37.4744 	DATA 	Keypress: 1
37.6760 	DATA 	Keypress: 2
45.2217 	EXP 	image1: autoDraw = False
45.2217 	EXP 	image1: autoDraw = False
45.2217 	EXP 	image: autoDraw = True
47.2567 	EXP 	image: autoDraw = False
47.2567 	EXP 	image: autoDraw = False
47.2567 	EXP 	image_2: autoDraw = True
52.1740 	DATA 	Keypress: escape
52.2470 	EXP 	New trial (rep=0, index=5): {'trialN': 6, 'images1': 'taskSamples\\C5_Episodic_SUB_1.png', 'duration1': 8, 'images2': 'taskSamples\\C5_Episodic_SUB_2.png', 'duration2': 2, 'images3': 'taskSamples\\C5_Episodic_SUB_3.png', 'duration3': 5, 'correctAns': 2}
52.2613 	EXP 	image_2: autoDraw = False
52.2613 	EXP 	image_2: autoDraw = False
52.2613 	EXP 	fixation: autoDraw = True
52.3466 	EXP 	window1: mouseVisible = True
